ID,pcons,proq3,M,N,Meff,ppv,TPR,FPR,tm,fdr
PF09439.7,0.246,0.385835,65531,184,2806.38650550076,0.504347826087,0.504347826087,0.495652173913,0.4672,0.3311497
PF09440.7,0.276,0.333665,1087,130,128.859099924187,0.316923076923,0.316923076923,0.683076923077,0.1985,0.3748747
PF09441.7,0.118,0.409471,,171,912.8599901586975,,,,,0.5375341
PF09442.7,0.376,0.430259,423,83,57.5166848517911,0.326923076923,0.326923076923,0.673076923077,0.2852,0.1975
PF09444.7,0.223,0.221352,,140,96.51523898959144,,,,,0.4782609
PF09445.7,0.19,0.377465,65414,150,3838.64880341261,0.530666666667,0.530666666667,0.469333333333,0.4855,0.3222892
PF09446.7,0.259,0.219487,,64,146.00675666159012,,,,,0.4122939
PF09447.7,0.318,0.690076,,65,67.10808517987097,,,,,0.1301775
PF09448.7,0.406,0.501488,3498,101,426.333420986193,0.454545454545,0.454545454545,0.545454545455,0.5256,0.1674141
PF09449.7,0.14,0.569886,117,140,62.6738095238096,0.314285714286,0.314285714286,0.685714285714,0.2593,0.2901834
PF09450.7,0.199,0.683129,111,105,56.5546100098732,0.361216730038,0.361216730038,0.638783269962,0.5381,0.1340206
PF09451.7,0.050,0.14286,,321,12301.312233286046,,,,,0.5364807
PF09452.7,0.31,0.339597,138,73,21.3542419043422,0.355191256831,0.355191256831,0.644808743169,0.2164,0.3036885
PF09454.7,0.342,0.35794,1122,59,175.580932470546,0.310810810811,0.310810810811,0.689189189189,0.3151,0.2437059
PF09455.7,0.115,0.357161,,386,250.88520306765167,,,,,0.5875049
PF09456.7,0.257,0.337,1243,90,188.614578612469,0.342222222222,0.342222222222,0.657777777778,0.3979,0.4151614
PF09458.7,0.324,0.0534552,1495,64,573.615186555324,0.525,0.525,0.475,0.2827,0.2251732
PF09459.7,0.197,0.56458,549,168,132.073642989192,0.471428571429,0.471428571429,0.528571428571,0.4882,0.2352445
PF09460.7,0.155,0.223937,298,136,33.8328350197019,0.470588235294,0.470588235294,0.529411764706,0.2012,0.4071716
PF09462.7,0.044,0.364966,,637,92.07084826804115,,,,,0.5810078
PF09465.7,0.456,0.449045,14763,53,1900.67969424727,0.624060150376,0.624060150376,0.375939849624,0.5204,0.0753354
PF09466.7,0.243,0.206102,108,54,40.2373892619249,0.392592592593,0.392592592593,0.607407407407,0.2908,0.4406548
PF09467.7,0.273,0.240047,22,71,7.26666666666667,0.359550561798,0.359550561798,0.640449438202,0.2336,0.3819672
PF09468.7,0.054,0.226402,,401,179.17319052578213,,,,,0.613217
PF09469.7,0.189,0.482246,19748,87,3566.65584568344,0.536697247706,0.536697247706,0.463302752294,0.4639,0.2161798
PF09471.7,0.13,0.341313,892,256,152.035892155198,0.4390625,0.4390625,0.5609375,0.4447,0.446998
PF09472.7,0.352,0.453446,,63,113.46468405713463,,,,,0.2257543
PF09474.7,0.194,0.569469,,125,42.17860472860474,,,,,0.2912413
PF09475.7,0.136,0.389463,52,178,32.6527777777778,0.341573033708,0.341573033708,0.658426966292,0.2761,0.559478
PF09476.7,0.105,0.0998307,,202,994.8003979997342,,,,,0.62301
PF09477.7,0.17,0.51834,281,114,22.2782104173658,0.308771929825,0.308771929825,0.691228070175,0.3305,0.3790022
PF09478.7,0.295,0.535672,3214,71,555.216423241735,0.651685393258,0.651685393258,0.348314606742,0.4288,0.0653009
PF09479.7,0.352,0.600156,9010,64,3602.55345527484,0.5625,0.5625,0.4375,0.5346,0.07637475
PF09481.7,0.083,0.479194,1230,443,286.736918436786,0.279783393502,0.279783393502,0.720216606498,0.2489,0.4447752
PF09482.7,0.140,0.472831,,177,61.0624033162516,,,,,0.4545718
PF09483.7,0.112,0.207047,,187,1610.0850045626335,,,,,0.617652
PF09484.7,0.039,0.193687,,563,68.00102147606465,,,,,0.6129574
PF09485.7,0.214,0.542271,1024,141,188.291565898567,0.320113314448,0.320113314448,0.679886685552,0.3523,0.3419913
PF09486.7,0.259,0.327112,,157,53674.22409444057,,,,,0.4122939
PF09487.7,0.171,0.464115,,112,33.28112859632729,,,,,0.4643357
PF09488.7,0.064,0.224129,65505,376,3745.3428775816,0.397872340426,0.397872340426,0.602127659574,0.3418,0.5512794
PF09489.7,0.307,0.165387,,51,200.98502551594893,,,,,0.3091203
PF09490.7,0.088,0.396655,,235,214.9695807831451,,,,,0.5520105
PF09491.7,0.055,0.229528,499,404,77.5750027309232,0.356435643564,0.356435643564,0.643564356436,0.2332,0.5970994
PF09492.7,0.269,0,10200,183,701.256808194612,0.460698689956,0.460698689956,0.539301310044,0.5208,0.3921255
PF09493.7,0.291,0.18782,,58,133.09870225517477,,,,,0.2617302
PF09494.7,0.255,0.605964,743,61,75.1073105665535,0.307189542484,0.307189542484,0.692810457516,0.2519,0.2144522
PF09495.7,0.199,0.210596,,93,68.36301436100744,,,,,0.5183638
PF09496.7,0.094,0.383976,,233,92.03436273542799,,,,,0.5654824
PF09497.7,0.300,0.467188,,63,79.61326732050216,,,,,0.3193636
PF09498.7,0.289,0.295434,,71,128.3923962933864,,,,,0.3455988
PF09499.7,0.132,0.384882,,191,25.570890907494398,,,,,0.5648968
PF09500.7,0.368,0.577494,41361,142,1482.91347521428,0.571830985915,0.571830985915,0.428169014085,0.5928,0.07574207
PF09502.7,0.210,0.231917,,232,27.644171220400683,,,,,0.5005778
PF09504.7,0.134,0.241455,,179,26.52142857142857,,,,,0.5505248
PF09506.7,0.075,0.294181,,396,54.595634920634936,,,,,0.5490804
PF09510.7,0.166,0.224266,155,122,35,0.445901639344,0.445901639344,0.554098360656,0.1573,0.4564431
PF09511.7,0.167,0.331192,1026,190,233.636540804077,0.425263157895,0.425263157895,0.574736842105,0.3574,0.4667206
PF09512.7,0.433,0.530385,7997,146,438.888506129192,0.509589041096,0.509589041096,0.490410958904,0.6225,0.1378414
PF09516.7,0.111,0.226166,,215,15.65168165168165,,,,,0.5802585
PF09517.7,0.175,0.527141,511,165,103.783347905205,0.36803874092,0.36803874092,0.63196125908,0.2642,0.3678431
PF09519.7,0.087,0.356244,,336,36.02665945165945,,,,,0.5882353
PF09521.7,0.135,0.409379,,264,58.31666666666667,,,,,0.5375341
PF09523.7,0.263,0.613796,,104,307.93809645303566,,,,,0.2073693
PF09524.7,0.326,0.368074,,73,125.63570282310059,,,,,0.2726445
PF09526.7,0.180,0.109466,,72,372.3034701247079,,,,,0.3196598
PF09527.7,0.429,0.297567,,52,410.7374649686773,,,,,0.1476395
PF09529.7,0.130,0.486989,,214,396.0201389083126,,,,,0.4320298
PF09531.7,0.039,0.232891,,576,180.0775778536369,,,,,0.637123
PF09532.7,0.165,0.153912,,96,213.41894406014885,,,,,0.4912194
PF09533.7,0.092,0.255245,,185,1023.6976133794215,,,,,0.5539056
PF09534.7,0.147,0.262224,,185,155.45345897630034,,,,,0.5877367
PF09535.7,0.092,0.378139,,239,51.20968590943018,,,,,0.5700663
PF09538.7,0.118,0.193697,,107,3207.6497612993344,,,,,0.4869739
PF09539.7,0.303,0.630889,,96,104.51156276485507,,,,,0.1750524
PF09543.7,0.158,0.496288,,118,28.469222074794875,,,,,0.4186579
PF09544.7,0.116,0.302935,,285,63.81184682510159,,,,,0.4391394
PF09545.7,0.084,0.153634,,366,11.101587301587303,,,,,0.5844901
PF09546.7,0.072,0.391295,,321,621.564076447122,,,,,0.557564
PF09547.7,0.047,0.157303,,492,244.50806112358106,,,,,0.6064085
PF09548.7,0.221,0.561983,,170,294.35366652926103,,,,,0.3052738
PF09549.7,0.136,0.221491,,218,27.451503759398513,,,,,0.571456
PF09550.7,0.237,0.567496,,57,203.68101775862874,,,,,0.2949602
PF09551.7,0.473,0.578671,,123,372.8081940987347,,,,,0.1203704
PF09552.7,0.073,0.217306,,286,17.0,,,,,0.5167235
PF09553.7,0.145,0.453326,,214,37.68283419532929,,,,,0.4809181
PF09554.7,0.072,0.181164,,336,21.03838383838384,,,,,0.5850416
PF09556.7,0.097,0.327033,,298,45.71221123046814,,,,,0.5453406
PF09557.7,0.281,0.137515,,114,160.0358857245027,,,,,0.3619081
PF09558.7,0.199,0.470341,,69,37.34767425111727,,,,,0.3602332
PF09559.7,0.157,0.415758,,213,73.43333333333338,,,,,0.5226517
PF09560.7,0.219,0.0947455,,91,256.0044864048921,,,,,0.4046322
PF09561.7,0.085,0.386613,,347,68.47427707813168,,,,,0.5630163
PF09563.7,0.153,0.278535,,362,180.9090042643534,,,,,0.5831506
PF09564.7,0.112,0.205733,,238,24.037008274167146,,,,,0.6025708
PF09566.7,0.092,0.409219,,275,20.466666666666665,,,,,0.5376393
PF09567.7,0.082,0.200931,,227,11.0,,,,,0.5197205
PF09568.7,0.229,0.265761,,162,37.64423988165414,,,,,0.4666836
PF09569.7,0.139,0.499865,,190,29.999999999999996,,,,,0.4113523
PF09570.7,0.088,0.273188,,227,21.999999999999993,,,,,0.5845357
PF09571.7,0.072,0.210288,,305,14.000000000000005,,,,,0.5883212
PF09572.7,0.168,0.167452,,256,54.08064538292884,,,,,0.5615935
PF09573.7,0.092,0.196144,,247,9.626190476190475,,,,,0.6165089
PF09577.7,0.152,0.577001,,229,104.5555925304631,,,,,0.2821839
PF09578.7,0.271,0.381918,,77,364.22921156305296,,,,,0.3878474
PF09579.7,0.187,0.403461,,88,274.67536009330564,,,,,0.2942029
PF09580.7,0.127,0.455753,,161,70.43639431277464,,,,,0.4762291
PF09581.7,0.173,0.448606,,171,254.23156899319108,,,,,0.4879644
PF09582.7,0.130,0.472305,,191,71.24285714285718,,,,,0.4555684
PF09583.7,0.286,0.185816,,64,81.78688107644257,,,,,0.3519176
PF09584.7,0.317,0.363566,,61,59.48619642416515,,,,,0.2900731
PF09589.7,0.173,0.172722,,113,13.971620504388007,,,,,0.5538218
PF09590.7,0.031,0.0845419,,591,15.574127217898432,,,,,0.6255244
PF09591.7,0.128,0.355399,,208,32.27263014763014,,,,,0.5891245
PF09592.7,0.093,0.171557,,211,97.85942059355135,,,,,0.6211231
PF09593.7,0.212,0.157128,,117,50.236365095339806,,,,,0.496497
PF09594.7,0.102,0.136105,,239,14999.738455465731,,,,,0.6075755
PF09595.7,0.054,0.0816766,,183,180.13374617085205,,,,,0.5191874
PF09598.7,0.321,0.22897,,79,87.6878263434981,,,,,0.2814159
PF09599.7,0.069,0.14329,,342,17.203837345178343,,,,,0.6100491
PF09600.7,0.254,0.189889,,79,2361.8868716425145,,,,,0.4222287
PF09601.7,0.165,0.580515,,166,169.8172991383431,,,,,0.2735905
PF09602.7,0.148,0.370322,,165,18.000055039276084,,,,,0.5769153
PF09603.7,0.161,0.224506,,182,526.2743794920642,,,,,0.3902788
PF09605.7,0.181,0.267621,,183,233.42916996256446,,,,,0.5442163
PF09617.7,0.154,0.45953,,170,41.70735185294011,,,,,0.4709111
PF09621.7,0.131,0.424691,,138,29.601070498129317,,,,,0.5194058
PF09622.7,0.083,0.438474,,273,75.49910183940267,,,,,0.5015083
PF09623.7,0.123,0.413942,,224,84.08996572262815,,,,,0.5324106
PF09624.7,0.108,0.22664,,142,6505.076596836701,,,,,0.3336372
PF09645.7,0.172,0.310311,11,110,4,0.323636363636,0.323636363636,0.676363636364,0.4089,0.5550747
PF09646.7,0.129,0.329115,865,137,254.988719747095,0.460641399417,0.460641399417,0.539358600583,0.3702,0.4979424
PF09648.7,0.112,0.209713,3786,209,1005.57961425026,0.435946462715,0.435946462715,0.564053537285,0.4127,0.4479794
PF09650.7,0.289,0.421935,,85,182.8616269022543,,,,,0.3455988
PF09651.7,0.316,0.526572,1450,129,241.953194176559,0.467492260062,0.467492260062,0.532507739938,0.4918,0.2218325
PF09652.7,0.203,0.448855,,90,52.39642857142857,,,,,0.4356942
PF09654.7,0.131,0.214836,,154,22.3160107336455,,,,,0.4490437
PF09655.7,0.209,0.314581,,143,101.5753714424598,,,,,0.5026443
PF09656.7,0.293,0.204941,,53,159.55531799677263,,,,,0.3358016
PF09657.7,0.059,0.241325,,431,169.65637009116054,,,,,0.6240687
PF09658.7,0.087,0.308817,,377,8.333333333333332,,,,,0.62134
PF09659.7,0.061,0.230139,,382,77.37803609696182,,,,,0.6066416
PF09660.7,0.084,0.338821,,527,83.4859362365327,,,,,0.6027993
PF09661.7,0.077,0.381735,,401,136.86805877910112,,,,,0.5678497
PF09662.7,0.177,0.302355,,83,8.0,,,,,0.4071093
PF09663.7,0.138,0.377963,259,357,69.2761913521017,0.43673012318,0.43673012318,0.56326987682,0.3786,0.4914989
PF09664.7,0.29,0.414006,2241,129,266.702505745428,0.504643962848,0.504643962848,0.495356037152,0.4914,0.2861903
PF09665.7,0.041,0.148134,,516,110.32094350479757,,,,,0.6370107
PF09666.7,0.097,0.0806171,,146,20.93354341736694,,,,,0.5687841
PF09667.7,0.071,0.0457801,,197,42.13296390760139,,,,,0.3902788
PF09668.7,0.243,0.484115,11637,122,1786.41419871771,0.531147540984,0.531147540984,0.468852459016,0.6512,0.1995249
PF09669.7,0.282,0.468236,,92,274.6884483311985,,,,,0.2801805
PF09670.7,0.054,0.309993,773,379,148.927217110404,0.29746835443,0.29746835443,0.70253164557,0.1693,0.6207951
PF09671.7,0.315,0.465961,,76,109.45786118699637,,,,,0.254326
PF09673.7,0.196,0.489905,,116,162.1766881297196,,,,,0.3642727
PF09674.7,0.260,0.609061,,226,241.84666674746148,,,,,0.2166934
PF09675.7,0.153,0.48815,,103,44.364752791068604,,,,,0.4297753
PF09676.7,0.092,0.330465,,113,153.05577518166842,,,,,0.5278177
PF09677.7,0.290,0.402258,,100,504.82475688804715,,,,,0.3437273
PF09678.7,0.183,0.441423,,246,245.2851860124337,,,,,0.4971996
PF09679.7,0.187,0.214852,,97,21.87193142145424,,,,,0.5367983
PF09681.7,0.158,0.4423,,120,106.75275392589323,,,,,0.4965535
PF09682.7,0.243,0.564208,,101,175.8910478497083,,,,,0.2977178
PF09683.7,0.299,0.529321,,61,133.73168816477636,,,,,0.09131206
PF09684.7,0.211,0.389817,,137,643.9597728201668,,,,,0.4804688
PF09685.7,0.217,0.529395,,118,435.13478297588273,,,,,0.3634914
PF09686.7,0.276,0.57926,,76,124.11952916329523,,,,,0.2761457
PF09687.7,0.178,0.54205,462,125,53.1604988149106,0.226837060703,0.226837060703,0.773162939297,0.2443,0.3424007
PF09688.7,0.168,0.289938,,140,100.13906213087249,,,,,0.5615935
PF09689.7,0.171,0.0179386,,50,17.317580216718145,,,,,0.3061782
PF09690.7,0.335,0.0372523,,60,33.52940591572174,,,,,0.2592771
PF09691.7,0.209,0.627487,480,104,78.4151721967534,0.330769230769,0.330769230769,0.669230769231,0.3078,0.1786075
PF09692.7,0.073,0.218557,,414,74.15584299474449,,,,,0.6060814
PF09694.7,0.199,0.186844,,222,492.83771550167864,,,,,0.2048193
PF09695.7,0.598,0.715795,110219,138,6350.373009407,0.63768115942,0.63768115942,0.36231884058,0.7753,0.04166667
PF09696.7,0.157,0.194798,,121,186.34077379247975,,,,,0.4890547
PF09697.7,0.187,0.255818,,102,453.28182285007347,,,,,0.4008993
PF09700.7,0.105,0.357782,565,309,150.11029135515,0.447606727038,0.447606727038,0.552393272962,0.2557,0.5079673
PF09701.7,0.35,0.710787,331,108,99.7944763841022,0.351851851852,0.351851851852,0.648148148148,0.4084,0.1314554
PF09702.7,0.174,0.450635,37,102,14.9984848484848,0.36862745098,0.36862745098,0.63137254902,0.2519,0.4845687
PF09703.7,0.069,0.184643,,367,11.066666666666668,,,,,0.5897948
PF09704.7,0.125,0.238162,1127,178,111.587241332836,0.433707865169,0.433707865169,0.566292134831,0.3235,0.4762523
PF09706.7,0.350,0.350203,,62,495.9319336905964,,,,,0.2298301
PF09707.7,0.307,0.342115,718,86,153.945979979019,0.395348837209,0.395348837209,0.604651162791,0.3472,0.3091203
PF09709.7,0.058,0.382511,,557,126.66590683016629,,,,,0.5666108
PF09710.7,0.072,0.125373,,411,8.653128815628815,,,,,0.5874382
PF09711.7,0.165,0.442984,401,174,115.279194460167,0.365517241379,0.365517241379,0.634482758621,0.3118,0.4952625
PF09712.7,0.064,0.300031,,304,71.34399388407952,,,,,0.6267705
PF09715.7,0.316,0.31214,,66,13.38754578754578,,,,,0.2940674
PF09716.7,0.139,0.195411,,115,3.764102564102565,,,,,0.5352143
PF09717.7,0.342,0.68255,,54,154.87230977287473,,,,,0.1323155
PF09718.7,0.264,0.608514,,78,251.92938326335857,,,,,0.216
PF09719.7,0.301,0.556478,1747,126,345.072249117826,0.511111111111,0.511111111111,0.488888888889,0.4163,0.1627775
PF09720.7,0.377,0.311163,,54,214.53212160457224,,,,,0.1968553
PF09721.7,0.124,0.286683,,280,253.64160510823066,,,,,0.6087253
PF09722.7,0.359,0.424546,,51,328.0451061279806,,,,,0.2170979
PF09724.6,0.101,0.380755,,318,193.15711081919696,,,,,0.5686315
PF09725.6,0.216,0.163584,,119,145.0694165914611,,,,,0.4903548
PF09726.6,0.038,0.290797,,659,58.79196562769059,,,,,0.6314041
PF09727.6,0.109,0.327689,,210,62.868506005251284,,,,,0.6099685
PF09728.6,0.077,0.372133,,283,62414.365440700734,,,,,0.5750459
PF09729.6,0.15,0.49811,1514,132,225.971300204031,0.342424242424,0.342424242424,0.657575757576,0.3206,0.4154557
PF09730.6,0.038,0.198169,,702,118875.61179842154,,,,,0.6374034
PF09733.6,0.216,0.498483,809,125,89.6540312630965,0.268370607029,0.268370607029,0.731629392971,0.0811,0.4148197
PF09734.6,0.083,0.180819,,306,152.45643501945338,,,,,0.5762004
PF09751.6,0.082,0.384952,,413,157.47483128815455,,,,,0.5648051
PF09752.6,0.043,0.156804,,442,31527.97777481266,,,,,0.6030865
PF09753.6,0.085,0.354831,,251,3778.0809762988683,,,,,0.5896078
PF09754.6,0.334,0.492486,2393,218,253.065660297597,0.502752293578,0.502752293578,0.497247706422,0.4662,0.1938924
PF09755.6,0.162,0.297969,1905,224,161.119165892287,0.233928571429,0.233928571429,0.766071428571,0.1839,0.5707004
PF09756.6,0.187,0.477718,,190,782.1357615763579,,,,,0.447205
PF09757.6,0.188,0.433516,,204,166.2117050664272,,,,,0.4194667
PF09758.6,0.217,0.281845,,152,106.10363901104547,,,,,0.4879158
PF09759.6,0.241,0.451029,,100,1385.561549869949,,,,,0.264269
PF09762.6,0.152,0.286994,,172,86.28574396011523,,,,,0.5841386
PF09764.6,0.172,0.582107,503,168,179.071833029845,0.364285714286,0.364285714286,0.635714285714,0.2952,0.2698795
PF09765.6,0.076,0.203142,420,272,83.6351844208296,0.397058823529,0.397058823529,0.602941176471,0.1819,0.5915721
PF09766.6,0.080,0.249941,,351,129.22240328393244,,,,,0.6184017
PF09767.6,0.162,0.148665,544,144,93.150273828264,0.308333333333,0.308333333333,0.691666666667,0.2263,0.5707004
PF09768.6,0.176,0.304835,,177,135.35453023171485,,,,,0.5498103
PF09769.6,0.192,0.463693,,132,105.53813868677695,,,,,0.4648045
PF09771.6,0.194,0.324215,,115,56.59083218781215,,,,,0.5265638
PF09772.6,0.079,0.331299,,281,84.92931780862011,,,,,0.6075359
PF09774.6,0.123,0.353503,,158,91.54555490256146,,,,,0.5909357
PF09775.6,0.163,0.354121,,129,77.72947028421892,,,,,0.5698335
PF09776.6,0.164,0.150146,231,115,78.0698036447921,0.302083333333,0.302083333333,0.697916666667,0.1817,0.5682811
PF09777.6,0.113,0.374586,,224,62.296762693178195,,,,,0.5726918
PF09778.6,0.094,0.454574,,229,421.38118906476996,,,,,0.4777002
PF09779.6,0.159,0.564921,,140,151.83611586111223,,,,,0.2967205
PF09781.6,0.106,0.160401,,194,62.17047933183506,,,,,0.6115605
PF09782.6,0.152,0.184437,,125,33.00031983701985,,,,,0.5841386
PF09783.6,0.218,0.216477,,165,123.64888172219422,,,,,0.3522967
PF09784.6,0.252,0.210293,,97,66.5856493221055,,,,,0.4251222
PF09785.6,0.125,0.170638,,162,104.45086495470225,,,,,0.5941796
PF09790.6,0.088,0.355623,616,281,60.5299644096427,0.297297297297,0.297297297297,0.702702702703,0.2606,0.5889631
PF09794.6,0.096,0.263474,5810,283,326.725320890251,0.379943502825,0.379943502825,0.620056497175,0.3028,0.5712911
PF09796.6,0.273,0.322151,571,50,140.601175064313,0.28,0.28,0.72,0.2528,0.3819672
PF09804.6,0.123,0.393739,6838,241,563.96996960334,0.371475953566,0.371475953566,0.628524046434,0.3148,0.5551463
PF09807.6,0.165,0.402388,5684,212,387.567312658386,0.428301886792,0.428301886792,0.571698113208,0.5032,0.4721311
PF09809.6,0.136,0.343427,613,95,111.162495892449,0.453781512605,0.453781512605,0.546218487395,0.1356,0.3544093
PF09812.6,0.161,0.271907,994,155,100.620395600544,0.327319587629,0.327319587629,0.672680412371,0.3589,0.572288
PF09818.6,0.052,0.188191,65510,431,1164.73148963313,0.287569573284,0.287569573284,0.712430426716,0.136,0.6372352
PF09819.6,0.184,0.224259,,121,153.20654369014042,,,,,0.5411523
PF09820.6,0.205,0.542452,64540,219,4986.98893344191,0.42700729927,0.42700729927,0.57299270073,0.4754,0.3229689
PF09821.6,0.191,0.55647,2279,101,199.053372631294,0.288537549407,0.288537549407,0.711462450593,0.3816,0.3187561
PF09822.6,0.176,0.429417,,258,677.3769495266343,,,,,0.4671723
PF09823.6,0.105,0.255589,,258,277.4410406207613,,,,,0.5899855
PF09824.6,0.162,0.256267,,160,25.26666666666665,,,,,0.5707004
PF09825.6,0.045,0.202954,,399,11563.851196005602,,,,,0.5898785
PF09826.6,0.045,0.132275,,538,567.6574468213236,,,,,0.5420719
PF09827.6,0.398,0.563936,4377,78,473.121326809536,0.502564102564,0.502564102564,0.497435897436,0.6318,0.1353135
PF09828.6,0.227,0.448139,,135,193.56432459633317,,,,,0.340617
PF09829.6,0.142,0.246655,,186,174.88078207546596,,,,,0.530848
PF09830.6,0.345,0.319937,1209,60,209.093358884488,0.433333333333,0.433333333333,0.566666666667,0.3889,0.2368962
PF09831.6,0.131,0.437761,,182,163.28808389755895,,,,,0.502008
PF09832.6,0.443,0.402723,2175,57,346.406764002955,0.405594405594,0.405594405594,0.594405594406,0.304,0.1362782
PF09834.6,0.304,0.167448,,52,234.49659757842952,,,,,0.3133201
PF09835.6,0.181,0.476159,,146,417.93985753011344,,,,,0.450514
PF09836.6,0.239,0.598127,2138,84,209.370156344471,0.252380952381,0.252380952381,0.747619047619,0.303,0.2357495
PF09837.6,0.273,0.506745,9285,109,1141.46073952453,0.534798534799,0.534798534799,0.465201465201,0.3092,0.1782863
PF09838.6,0.302,0.549382,,56,832.2545046320257,,,,,0.2843832
PF09839.6,0.231,0.477124,,228,192.5613150491738,,,,,0.4483776
PF09840.6,0.114,0.405527,,188,30.902849927849935,,,,,0.5428443
PF09842.6,0.275,0.304981,,103,132.63461327841077,,,,,0.3774086
PF09843.6,0.041,0.188152,,515,77.87998642415666,,,,,0.6066416
PF09844.6,0.181,0.359322,,212,283.50280843065747,,,,,0.4356942
PF09845.6,0.090,0.127187,,130,5413.428551748879,,,,,0.5205479
PF09846.6,0.204,0.437799,,107,49.9574304315543,,,,,0.4254085
PF09847.6,0.051,0.113885,,439,11660.68925117317,,,,,0.6288775
PF09848.6,0.174,0.3612,65289,290,2468.17838702028,0.492413793103,0.492413793103,0.507586206897,0.429,0.4103401
PF09849.6,0.066,0.346015,,232,332.823292849473,,,,,0.5973129
PF09850.6,0.161,0.558807,3932,203,187.796674852524,0.283464566929,0.283464566929,0.716535433071,0.3612,0.3130564
PF09852.6,0.089,0.189204,,494,13787.626720993945,,,,,0.6043538
PF09855.6,0.288,0.363354,1061,55,157.730243503733,0.608695652174,0.608695652174,0.391304347826,0.4185,0.181677
PF09856.6,0.151,0.445152,,157,291.50464797137465,,,,,0.4257113
PF09857.6,0.272,0.492081,,84,113.53743056762193,,,,,0.2968975
PF09858.6,0.236,0.317856,,87,184.32564004622833,,,,,0.4551181
PF09859.6,0.162,0.413673,,172,163.94308881455518,,,,,0.4463263
PF09860.6,0.441,0.40437,,68,470.03701203938783,,,,,0.1380908
PF09861.6,0.198,0.468567,1871,193,238.768834533411,0.490683229814,0.490683229814,0.509316770186,0.5071,0.3020685
PF09862.6,0.205,0.34266,,111,5372.19358779459,,,,,0.4181876
PF09863.6,0.233,0.438937,3514,267,177.024841987279,0.467065868263,0.467065868263,0.532934131737,0.6032,0.3475513
PF09864.6,0.297,0.491797,1754,68,447.477905886747,0.511764705882,0.511764705882,0.488235294118,0.4111,0.1973244
PF09865.6,0.245,0.333613,6606,177,1486.72309123109,0.584650112867,0.584650112867,0.415349887133,0.5309,0.1849148
PF09868.6,0.180,0.228846,,128,55.273942963751495,,,,,0.5461352
PF09869.6,0.161,0.501585,,168,21.057142857142853,,,,,0.4091216
PF09870.6,0.167,0.248646,,92,346.05884612248104,,,,,0.3613581
PF09871.6,0.193,0.184326,,91,134.5440300877719,,,,,0.4770666
PF09872.6,0.060,0.138307,,254,4115.643683933714,,,,,0.6009792
PF09873.6,0.157,0.239999,89,211,15,0.329545454545,0.329545454545,0.670454545455,0.3109,0.5783534
PF09874.6,0.082,0.177839,,208,15449.127694530516,,,,,0.6036005
PF09875.6,0.288,0.344421,,102,42.6349317349318,,,,,0.3474668
PF09876.6,0.196,0.477713,,98,53.52371951227952,,,,,0.3705812
PF09877.6,0.259,0.282229,,98,16.166666666666668,,,,,0.4122939
PF09878.6,0.129,0.225764,,203,31.999999999999996,,,,,0.6050232
PF09879.6,0.100,0.359439,,151,32.25,,,,,0.5858586
PF09880.6,0.208,0.268432,,73,23.803571428571427,,,,,0.5052535
PF09881.6,0.206,0.277126,,70,529.4097125190272,,,,,0.5099323
PF09882.6,0.239,0.260633,,75,29.783333333333324,,,,,0.4486631
PF09883.6,0.074,0.152781,,219,6287.506807517127,,,,,0.5219719
PF09884.6,0.155,0.33471,,83,5228.58715659014,,,,,0.3165803
PF09885.6,0.103,0.140811,,143,2134.7800504570314,,,,,0.5686427
PF09886.6,0.268,0.297502,,188,38.559833630421885,,,,,0.3961905
PF09887.6,0.119,0.238639,,454,35.534534909534926,,,,,0.6127509
PF09888.6,0.194,0.585183,,159,64.40286285146212,,,,,0.2608966
PF09889.6,0.404,0.465518,,58,2614.3594352771265,,,,,0.1680237
PF09890.6,0.105,0.415402,,231,55.64920634920636,,,,,0.4986778
PF09891.6,0.104,0.170359,38819,149,6077.86472738023,0.463806970509,0.463806970509,0.536193029491,0.1691,0.4340132
PF09892.6,0.354,0.606565,12674,155,329.520897639421,0.528350515464,0.528350515464,0.471649484536,0.5984,0.09677419
PF09893.6,0.220,0.498359,,137,16.46666666666666,,,,,0.4150132
PF09894.6,0.389,0.510084,13330,170,607.862185230769,0.555294117647,0.555294117647,0.444705882353,0.58,0.1178182
PF09895.6,0.295,0.470872,39216,85,1013.99511763308,0.572769953052,0.572769953052,0.427230046948,0.4258,0.1490757
PF09897.6,0.166,0.523967,83,140,43.1666666666667,0.42,0.42,0.58,0.311,0.3733741
PF09898.6,0.071,0.131178,,312,286.325463408489,,,,,0.574021
PF09904.6,0.281,0.53925,251050,85,28447.4120647376,0.521126760563,0.521126760563,0.478873239437,0.5555,0.1699779
PF09905.6,0.355,0.709795,1901,63,290.611800565501,0.322784810127,0.322784810127,0.677215189873,0.5688,0.1363636
PF09917.6,0.263,0.513023,2635,114,337.864071216578,0.60701754386,0.60701754386,0.39298245614,0.4812,0.0993538
PF09922.6,0.279,0,2298,56,1131.24549787945,0.671428571429,0.671428571429,0.328571428571,0.4691,0.1355932
PF09923.6,0.275,0.134204,,92,169.38810879446703,,,,,0.3774086
PF09924.6,0.184,0.524026,7882,289,314.39376116438,0.464730290456,0.464730290456,0.535269709544,0.4604,0.2954792
PF09925.6,0.160,0.442429,,145,218.2018987685605,,,,,0.4961676
PF09928.6,0.256,0.280576,,88,120.14793352019316,,,,,0.4172556
